src_ip,dst_ip,src_port,dst_port,protocol,packet_count,total_bytes,mean_packet_size,min_packet_size,max_packet_size,flow_duration,mean_iat,min_iat,max_iat,start_time,label,true_label,ssl_label
192.168.1.4,224.0.0.252,59826,5355,UDP,2,146,73.0,73,73,0.415396,0.415396,0.415396,0.415396,1779776443.78642,Gaming,Gaming,-1
192.168.1.4,142.251.222.162,5690,443,TCP,21,4457,212.23809523809524,54,1304,70.986637,3.549332,0.0,45.003142,1779776215.5436263,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,61559,UDP,1,211,211.0,211,211,0.0,0.0,0.0,0.0,1779776341.0759363,Gaming,Gaming,-1
192.168.1.4,51.79.152.81,7986,443,TCP,7,2545,363.57142857142856,54,1304,1.736372,0.289395,0.0,0.680645,1779776540.5870998,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,2733,53,TCP,3,198,66.0,66,66,3.00084,1.50042,1.000953,1.999887,1779695812.845611,Browsing,Browsing,-1
192.168.1.4,3.0.107.214,10285,443,TCP,9,2381,264.55555555555554,54,1304,1.954703,0.244338,0.0,0.681373,1779776540.368752,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,62074,UDP,1,224,224.0,224,224,0.0,0.0,0.0,0.0,1779776468.6199806,Gaming,Gaming,-1
34.111.170.203,192.168.1.4,443,51741,UDP,16,7261,453.8125,66,1292,2.478281,0.165219,1e-06,0.665814,1779695831.356237,Browsing,Browsing,-1
192.168.1.4,141.226.229.48,14479,443,TCP,6,2103,350.5,54,1304,0.229852,0.04597,0.0,0.111136,1779695906.162666,Browsing,Browsing,-1
192.168.1.4,103.43.90.117,12864,443,TCP,40,31950,798.75,54,1304,24.657352,0.63224,0.0,9.983147,1779695895.1311755,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,7609,53,TCP,3,198,66.0,66,66,3.016723,1.508361,1.000566,2.016157,1779775722.9982474,Download,Download,-1
192.168.1.4,162.159.153.247,49691,443,UDP,35,12510,357.42857142857144,85,1292,16.27357,0.478634,3.1e-05,5.628786,1779695893.7572794,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,59806,53,UDP,1,72,72.0,72,72,0.0,0.0,0.0,0.0,1779776218.0733685,Gaming,Gaming,-1
192.168.1.4,208.115.232.150,1555,443,TCP,6,2431,405.1666666666667,54,1304,0.836844,0.167369,0.0,0.446342,1779776541.4860575,Gaming,Gaming,-1
192.168.1.4,192.168.18.7,4099,443,TCP,5,330,66.0,66,66,15.033962,3.75849,1.00733,8.008519,1779695841.746631,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,52132,53,UDP,1,74,74.0,74,74,0.0,0.0,0.0,0.0,1779776322.2042396,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,60898,UDP,1,129,129.0,129,129,0.0,0.0,0.0,0.0,1779776425.634721,Gaming,Gaming,-1
192.168.1.4,85.210.196.11,5999,443,TCP,13,1992,153.23076923076923,54,835,1.455069,0.121256,4e-05,0.283917,1779688500.944241,YouTube,YouTube,-1
192.168.1.4,98.82.158.241,2852,443,TCP,8,2318,289.75,54,1304,11.208754,1.601251,0.0,9.605661,1779695819.863326,Browsing,Browsing,-1
192.168.1.4,34.107.166.209,11333,443,TCP,23,4386,190.69565217391303,54,1304,52.387681,2.381258,0.0,45.099591,1779776489.9384022,Gaming,Gaming,-1
34.98.72.95,192.168.1.4,443,50596,UDP,68,72115,1060.514705882353,65,1292,1.544989,0.02306,0.0,0.364175,1779695817.3314483,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,56583,53,UDP,2,168,84.0,84,84,3.017363,3.017363,3.017363,3.017363,1779776463.4510288,Gaming,Gaming,-1
44.240.213.117,192.168.1.4,443,8207,TCP,16,5624,351.5,54,2554,1.291876,0.086125,0.0,0.32639,1779688343.5720456,YouTube,YouTube,-1
172.104.63.99,192.168.1.4,443,8579,TCP,15,6530,435.3333333333333,54,1304,69.264656,4.947475,0.0,45.128852,1779695824.48253,Browsing,Browsing,-1
192.168.1.4,142.251.221.162,50956,443,UDP,9,4011,445.6666666666667,73,1292,0.188181,0.023523,3.8e-05,0.098892,1779776208.4239862,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,50348,UDP,1,140,140.0,140,140,0.0,0.0,0.0,0.0,1779695816.5388572,Browsing,Browsing,-1
192.168.1.2,224.0.0.251,5353,5353,UDP,52,22564,433.9230769230769,82,673,435.497225,8.539161,0.00022,75.157433,1779690715.217039,meet,meet,-1
192.168.1.1,192.168.1.4,53,51182,UDP,1,141,141.0,141,141,0.0,0.0,0.0,0.0,1779776540.323605,Gaming,Gaming,-1
192.168.1.4,142.250.207.78,11341,443,TCP,11,877,79.72727272727273,54,158,143.515697,14.35157,1.2e-05,45.08216,1779775738.2310195,Download,Download,-1
192.168.1.4,224.0.0.252,57297,5355,UDP,2,146,73.0,73,73,0.421801,0.421801,0.421801,0.421801,1779776420.014296,Gaming,Gaming,-1
192.168.1.4,185.84.60.20,10949,443,TCP,16,3319,207.4375,54,1304,120.426733,8.028449,0.0,45.198599,1779695842.708817,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,13471,53,TCP,2,132,66.0,66,66,6.01305,6.01305,6.01305,6.01305,1779776415.5892906,Gaming,Gaming,-1
13.204.106.34,192.168.1.4,443,3353,TCP,38,9761,256.86842105263156,54,5054,360.965248,9.755818,0.0,45.081571,1779688174.54146,YouTube,YouTube,-1
192.168.1.4,192.168.1.1,2434,53,TCP,3,198,66.0,66,66,3.014605,1.507303,1.001402,2.013204,1779695812.6316063,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,53770,UDP,1,229,229.0,229,229,0.0,0.0,0.0,0.0,1779776391.62603,Gaming,Gaming,-1
20.190.146.35,192.168.1.4,443,11225,TCP,1,54,54.0,54,54,0.0,0.0,0.0,0.0,1779698115.7589266,Idle,Idle,-1
138.201.56.12,192.168.1.4,443,8928,TCP,5,3446,689.2,54,1304,0.278297,0.069574,1e-06,0.278023,1779776486.8145714,Gaming,Gaming,-1
69.173.158.64,192.168.1.4,443,14709,TCP,34,15058,442.88235294117646,54,1304,69.104589,2.094078,0.0,45.137247,1779776217.701716,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,56757,53,UDP,2,191,95.5,82,109,2.924461,2.924461,2.924461,2.924461,1779776341.1497138,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,62869,53,UDP,1,78,78.0,78,78,0.0,0.0,0.0,0.0,1779688461.416525,YouTube,YouTube,-1
192.168.1.4,192.168.1.1,61244,53,UDP,1,76,76.0,76,76,0.0,0.0,0.0,0.0,1779776428.050286,Gaming,Gaming,-1
192.168.1.4,142.251.221.162,8364,443,TCP,6,2070,345.0,54,1304,0.199032,0.039806,0.0,0.099279,1779776233.9591656,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,62009,53,UDP,1,73,73.0,73,73,0.0,0.0,0.0,0.0,1779776344.4365177,Gaming,Gaming,-1
3.13.71.58,192.168.1.4,443,5480,TCP,7,4646,663.7142857142857,54,1304,0.500553,0.083426,0.0,0.322423,1779776219.7252717,Gaming,Gaming,-1
23.197.217.147,192.168.1.4,443,8330,TCP,36,19558,543.2777777777778,54,5054,206.659377,5.904554,0.0,45.084724,1779695818.7811284,Browsing,Browsing,-1
35.186.193.173,192.168.1.4,443,54344,UDP,8,5344,668.0,66,1292,0.121608,0.017373,1e-06,0.088797,1779695824.2272327,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,58038,53,UDP,1,80,80.0,80,80,0.0,0.0,0.0,0.0,1779776333.328555,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,9430,53,TCP,3,198,66.0,66,66,3.0117,1.50585,1.000485,2.011214,1779776421.6026664,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,54780,UDP,1,193,193.0,193,193,0.0,0.0,0.0,0.0,1779776327.919006,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,50401,53,UDP,1,74,74.0,74,74,0.0,0.0,0.0,0.0,1779776218.0885963,Gaming,Gaming,-1
192.168.1.4,23.215.60.42,1062,443,TCP,13,5649,434.53846153846155,54,1304,10.244777,0.853731,0.0,9.537607,1779776344.1462407,Gaming,Gaming,-1
192.168.1.4,23.208.64.25,12727,443,TCP,20,5068,253.4,54,1304,10.270456,0.54055,0.0,8.106708,1779776344.120588,Gaming,Gaming,-1
192.168.1.4,13.213.245.170,3821,443,TCP,9,2393,265.8888888888889,54,1304,1.954616,0.244327,0.0,0.678139,1779776540.368961,Gaming,Gaming,-1
192.168.1.4,199.232.103.52,14546,443,TCP,8,2238,279.75,54,1304,0.169546,0.024221,0.0,0.072523,1779695831.4792583,Browsing,Browsing,-1
192.168.1.4,23.208.65.107,5895,443,TCP,13,1592,122.46153846153847,54,587,107.143645,8.928637,2.5e-05,106.750615,1779775725.9873886,Download,Download,-1
192.168.1.1,192.168.1.4,53,58491,UDP,1,133,133.0,133,133,0.0,0.0,0.0,0.0,1779776303.011403,Gaming,Gaming,-1
192.168.1.4,34.160.55.127,2550,443,TCP,13,2571,197.76923076923077,54,1304,6.8492,0.570767,0.000324,2.248591,1779776330.2278557,Gaming,Gaming,-1
44.209.117.219,192.168.1.4,443,2646,TCP,11,5335,485.0,54,2198,11.88105,1.188105,1e-06,5.239812,1779695856.4126325,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,53288,UDP,1,186,186.0,186,186,0.0,0.0,0.0,0.0,1779688168.3839576,YouTube,YouTube,-1
192.168.1.4,23.211.137.42,5995,443,TCP,9,1018,113.11111111111111,54,256,0.335741,0.041968,0.001011,0.080436,1779688499.9182012,YouTube,YouTube,-1
192.168.1.4,192.168.1.1,56500,53,UDP,1,92,92.0,92,92,0.0,0.0,0.0,0.0,1779776487.6012912,Gaming,Gaming,-1
13.204.106.34,192.168.1.4,443,8492,TCP,81,20956,258.71604938271605,54,5054,312.356622,3.904458,0.0,22.027181,1779695776.267523,Browsing,Browsing,-1
34.144.222.236,192.168.1.4,443,9810,TCP,24,5568,232.0,54,2554,75.483274,3.281881,0.0,73.748387,1779776211.320048,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,7700,53,TCP,2,132,66.0,66,66,6.001101,6.001101,6.001101,6.001101,1779776415.4190178,Gaming,Gaming,-1
192.168.1.4,224.0.0.252,49666,5355,UDP,2,146,73.0,73,73,0.419723,0.419723,0.419723,0.419723,1779776540.332368,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,62572,UDP,1,104,104.0,104,104,0.0,0.0,0.0,0.0,1779776440.38628,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,1605,53,TCP,3,198,66.0,66,66,3.015555,1.507777,1.013322,2.002233,1779775709.718789,Download,Download,-1
192.168.1.4,35.212.104.44,8950,443,TCP,18,3736,207.55555555555554,54,1304,182.55624,10.738602,0.0,45.330573,1779695907.997342,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,65305,UDP,1,126,126.0,126,126,0.0,0.0,0.0,0.0,1779776284.5173843,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,4002,53,TCP,1,66,66.0,66,66,0.0,0.0,0.0,0.0,1779695816.2194977,Browsing,Browsing,-1
131.153.206.103,192.168.1.4,443,9429,TCP,1,66,66.0,66,66,0.0,0.0,0.0,0.0,1779776443.954121,Gaming,Gaming,-1
192.168.1.4,3.111.241.224,10862,443,TCP,8,2175,271.875,54,1304,0.80899,0.11557,0.0,0.275935,1779776486.2816608,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,53852,UDP,1,193,193.0,193,193,0.0,0.0,0.0,0.0,1779776441.4484615,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,7510,53,TCP,3,198,66.0,66,66,3.010174,1.505087,1.010088,2.000086,1779775720.8714347,Download,Download,-1
192.168.1.4,224.0.0.252,57010,5355,UDP,2,146,73.0,73,73,0.413721,0.413721,0.413721,0.413721,1779776418.219388,Gaming,Gaming,-1
13.228.155.80,192.168.1.4,443,1763,TCP,17,8775,516.1764705882352,54,2554,60.349374,3.771836,0.0,45.118568,1779695842.622535,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,64762,53,UDP,1,77,77.0,77,77,0.0,0.0,0.0,0.0,1779776455.286124,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,63502,53,UDP,1,81,81.0,81,81,0.0,0.0,0.0,0.0,1779776446.8820722,Gaming,Gaming,-1
192.168.1.4,63.34.46.223,9399,443,TCP,37,22312,603.027027027027,54,1304,252.712461,7.019791,0.0,45.238469,1779695837.8899944,Browsing,Browsing,-1
35.244.159.8,192.168.1.4,443,60384,UDP,20,7417,370.85,66,1292,2.006016,0.10558,1e-06,0.755617,1779695856.060499,Browsing,Browsing,-1
192.168.1.4,107.178.254.65,4221,443,TCP,27,4600,170.37037037037038,54,1304,260.338869,10.013033,0.0,45.108824,1779695820.4156818,Browsing,Browsing,-1
192.168.1.4,162.159.153.247,6386,443,TCP,25,4320,172.8,54,1304,259.097857,10.795744,0.0,45.15509,1779695816.394402,Browsing,Browsing,-1
192.168.1.4,13.213.245.170,2700,443,TCP,26,15824,608.6153846153846,54,1304,2.26981,0.090792,0.0,0.641974,1779776540.0537353,Gaming,Gaming,-1
65.21.238.88,192.168.1.4,443,12376,TCP,4,264,66.0,66,66,14.296224,4.765408,1.940348,8.428673,1779776452.9417453,Gaming,Gaming,-1
192.168.1.4,224.0.0.252,54236,5355,UDP,2,146,73.0,73,73,0.41331,0.41331,0.41331,0.41331,1779776320.3252635,Gaming,Gaming,-1
67.199.150.80,192.168.1.4,443,3582,TCP,7,4838,691.1428571428571,54,2554,0.126417,0.021069,0.0,0.101187,1779695819.0160382,Browsing,Browsing,-1
18.161.229.80,192.168.1.4,443,9285,TCP,5,330,66.0,66,66,15.818872,3.954718,0.874192,8.782767,1779776336.490985,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,52289,UDP,1,157,157.0,157,157,0.0,0.0,0.0,0.0,1779776218.1827931,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,53019,53,UDP,1,83,83.0,83,83,0.0,0.0,0.0,0.0,1779776333.3311584,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,62833,UDP,1,145,145.0,145,145,0.0,0.0,0.0,0.0,1779688167.784673,YouTube,YouTube,-1
85.210.196.11,192.168.1.4,443,6014,TCP,12,4974,414.5,54,2554,1.743576,0.158507,1e-06,0.335029,1779688520.3746707,YouTube,YouTube,-1
192.168.1.4,143.198.247.242,11586,443,TCP,11,2483,225.72727272727272,54,1304,65.750368,6.575037,0.0,45.331671,1779695820.275874,Browsing,Browsing,-1
192.168.1.4,52.20.2.56,9474,443,TCP,10,2394,239.4,54,1304,6.58858,0.732064,9.1e-05,2.001906,1779776330.4864411,Gaming,Gaming,-1
192.168.1.4,224.0.0.252,57783,5355,UDP,2,146,73.0,73,73,0.422926,0.422926,0.422926,0.422926,1779776416.2089314,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,61983,53,UDP,1,81,81.0,81,81,0.0,0.0,0.0,0.0,1779776446.8820674,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,64638,53,UDP,1,75,75.0,75,75,0.0,0.0,0.0,0.0,1779776340.9483225,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,59123,53,UDP,1,85,85.0,85,85,0.0,0.0,0.0,0.0,1779688169.4906003,YouTube,YouTube,-1
192.168.1.1,192.168.1.4,53,61755,UDP,1,229,229.0,229,229,0.0,0.0,0.0,0.0,1779776441.4484603,Gaming,Gaming,-1
192.168.1.4,13.204.106.34,2451,443,TCP,12,2519,209.91666666666666,54,1304,13.174459,1.197678,0.0,12.400878,1779776341.2123058,Gaming,Gaming,-1
192.168.1.4,224.0.0.252,65467,5355,UDP,2,146,73.0,73,73,0.413941,0.413941,0.413941,0.413941,1779776430.7875223,Gaming,Gaming,-1
141.226.224.48,192.168.1.4,443,3736,TCP,16,5390,336.875,54,2554,63.093697,4.206246,0.0,45.312386,1779695842.2948823,Browsing,Browsing,-1
192.168.1.4,54.151.166.244,8614,443,TCP,20,8642,432.1,54,1304,13.323684,0.701247,0.0,12.425524,1779776341.067442,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,50481,UDP,1,307,307.0,307,307,0.0,0.0,0.0,0.0,1779776470.7539546,Gaming,Gaming,-1
23.215.60.50,192.168.1.4,80,2159,TCP,8,643,80.375,54,241,1.471062,0.210152,0.0,0.845401,1779776293.3447726,Gaming,Gaming,-1
192.168.1.4,54.208.95.206,12785,443,TCP,6,2132,355.3333333333333,54,1304,0.621983,0.124397,0.0,0.309824,1779695827.60664,Browsing,Browsing,-1
192.168.1.4,104.114.67.71,9583,443,TCP,2,108,54.0,54,54,0.287716,0.287716,0.287716,0.287716,1779688168.1886532,YouTube,YouTube,-1
192.168.1.4,192.168.1.1,65407,53,UDP,1,73,73.0,73,73,0.0,0.0,0.0,0.0,1779776340.952419,Gaming,Gaming,-1
192.168.1.4,44.209.117.219,3240,443,TCP,10,3733,373.3,54,1304,6.721296,0.746811,0.0,5.634563,1779695873.9555387,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,50273,UDP,1,145,145.0,145,145,0.0,0.0,0.0,0.0,1779688168.877756,YouTube,YouTube,-1
103.43.90.117,192.168.1.4,443,9855,TCP,64,27025,422.265625,54,2198,15.562624,0.247026,0.0,9.922296,1779695818.4647756,Browsing,Browsing,-1
70.42.32.127,192.168.1.4,443,2926,TCP,9,4526,502.8888888888889,54,2554,18.148326,2.268541,1e-06,11.43197,1779695907.6334016,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,1105,53,TCP,3,198,66.0,66,66,3.025909,1.512954,1.011808,2.0141,1779695804.3115332,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,12160,53,TCP,3,198,66.0,66,66,3.01604,1.50802,1.000887,2.015152,1779695812.8303742,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,50921,53,UDP,1,77,77.0,77,77,0.0,0.0,0.0,0.0,1779695816.379481,Browsing,Browsing,-1
142.251.221.162,192.168.1.4,443,9848,TCP,5,4362,872.4,54,3804,0.170921,0.04273,1e-06,0.087579,1779776234.048317,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,64275,53,UDP,1,74,74.0,74,74,0.0,0.0,0.0,0.0,1779776340.8817594,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,59002,UDP,1,224,224.0,224,224,0.0,0.0,0.0,0.0,1779776462.4988265,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,56203,UDP,1,157,157.0,157,157,0.0,0.0,0.0,0.0,1779776540.3236122,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,1161,53,TCP,2,132,66.0,66,66,1.009684,1.009684,1.009684,1.009684,1779695814.4042926,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,8561,53,TCP,2,132,66.0,66,66,6.015845,6.015845,6.015845,6.015845,1779776415.5865066,Gaming,Gaming,-1
192.168.1.4,224.0.0.252,55319,5355,UDP,2,146,73.0,73,73,0.411536,0.411536,0.411536,0.411536,1779776248.6114533,Gaming,Gaming,-1
192.168.1.4,224.0.0.252,52976,5355,UDP,2,146,73.0,73,73,0.413767,0.413767,0.413767,0.413767,1779776408.2961779,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,61845,UDP,1,121,121.0,121,121,0.0,0.0,0.0,0.0,1779776308.3319752,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,2305,53,TCP,2,132,66.0,66,66,1.00384,1.00384,1.00384,1.00384,1779695814.4796586,Browsing,Browsing,-1
192.168.1.4,47.252.78.131,7718,443,TCP,19,3661,192.68421052631578,54,1304,181.314582,10.073032,0.0,45.33082,1779695862.0151463,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,62261,53,UDP,1,74,74.0,74,74,0.0,0.0,0.0,0.0,1779776255.1436718,Gaming,Gaming,-1
207.65.33.78,192.168.1.4,443,12832,TCP,4,264,66.0,66,66,20.825349,6.941783,2.827966,12.000692,1779776486.814167,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,56192,UDP,1,199,199.0,199,199,0.0,0.0,0.0,0.0,1779776217.722263,Gaming,Gaming,-1
98.82.158.241,192.168.1.4,443,10194,TCP,7,737,105.28571428571429,54,298,11.107773,1.851295,1e-06,9.647839,1779695820.3109975,Browsing,Browsing,-1
131.153.206.103,192.168.1.4,443,10647,TCP,17,4919,289.3529411764706,54,1304,66.321472,4.145092,0.0,45.188234,1779776218.487349,Gaming,Gaming,-1
192.168.1.4,35.168.83.112,4616,443,TCP,10,2441,244.1,54,1304,63.763095,7.084788,0.0,45.005055,1779695816.6292582,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,60828,53,UDP,1,76,76.0,76,76,0.0,0.0,0.0,0.0,1779776428.0502837,Gaming,Gaming,-1
199.232.103.52,192.168.1.4,443,2752,TCP,10,4977,497.7,54,1304,0.103613,0.011513,0.0,0.052349,1779695893.9540915,Browsing,Browsing,-1
35.244.154.8,192.168.1.4,443,60428,UDP,11,5142,467.45454545454544,66,1292,0.748447,0.074845,1e-06,0.265604,1779695874.4780433,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,57570,UDP,1,224,224.0,224,224,0.0,0.0,0.0,0.0,1779776423.3334472,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,4680,53,TCP,2,132,66.0,66,66,6.004201,6.004201,6.004201,6.004201,1779776415.3818173,Gaming,Gaming,-1
18.161.246.5,192.168.1.4,443,3466,TCP,11,5941,540.0909090909091,54,1304,0.171813,0.017181,0.0,0.087675,1779695820.8333952,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,60317,UDP,1,170,170.0,170,170,0.0,0.0,0.0,0.0,1779695816.4852922,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,14345,53,TCP,3,198,66.0,66,66,3.003089,1.501544,1.00289,2.000199,1779775713.6794715,Download,Download,-1
34.102.146.192,192.168.1.4,443,1188,TCP,19,14869,782.578947368421,54,5054,270.964403,15.053578,1e-06,45.165186,1779695817.743601,Browsing,Browsing,-1
192.168.1.4,192.168.1.1,57710,53,UDP,1,78,78.0,78,78,0.0,0.0,0.0,0.0,1779776344.0731442,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,58950,UDP,1,178,178.0,178,178,0.0,0.0,0.0,0.0,1779776540.3236053,Gaming,Gaming,-1
142.251.221.131,192.168.1.4,443,64102,UDP,17,11560,680.0,63,1292,0.538348,0.033647,0.0,0.282224,1779776284.80851,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,9090,53,TCP,2,132,66.0,66,66,6.003772,6.003772,6.003772,6.003772,1779776415.3817978,Gaming,Gaming,-1
208.115.232.150,192.168.1.4,443,4077,TCP,13,1461,112.38461538461539,54,325,11.515105,0.959592,0.0,10.63776,1779776343.1548357,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,64275,UDP,1,119,119.0,119,119,0.0,0.0,0.0,0.0,1779776340.939517,Gaming,Gaming,-1
192.168.1.4,18.139.40.15,9955,443,TCP,17,3614,212.58823529411765,54,1304,75.562178,4.722636,0.0,45.000825,1779695824.3471732,Browsing,Browsing,-1
54.75.26.83,192.168.1.4,443,5087,TCP,13,4391,337.7692307692308,54,1304,5.635179,0.469598,1e-06,4.724988,1779775757.8811529,Download,Download,-1
38.105.184.7,192.168.1.4,443,11947,TCP,8,5305,663.125,54,3804,33.612225,4.801746,5e-06,27.677948,1779776218.313076,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,53756,53,UDP,1,77,77.0,77,77,0.0,0.0,0.0,0.0,1779688326.5108583,YouTube,YouTube,-1
192.168.1.4,142.251.222.174,49286,443,UDP,12,3802,316.8333333333333,71,1292,3.658016,0.332547,0.000129,2.701423,1779776280.2306402,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,61142,53,UDP,1,74,74.0,74,74,0.0,0.0,0.0,0.0,1779776445.7862904,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,52215,53,UDP,1,80,80.0,80,80,0.0,0.0,0.0,0.0,1779776334.9891365,Gaming,Gaming,-1
3.111.241.224,192.168.1.4,443,10989,TCP,17,8566,503.88235294117646,54,6304,1.077611,0.067351,0.0,0.277856,1779776486.2692988,Gaming,Gaming,-1
192.168.1.4,207.65.33.78,1249,443,TCP,33,23234,704.060606060606,54,1304,7.251025,0.226595,0.0,5.34418,1779776440.3989425,Gaming,Gaming,-1
23.106.127.37,192.168.1.4,443,9635,TCP,3,198,66.0,66,66,7.061361,3.53068,0.861846,6.199515,1779776480.5717826,Gaming,Gaming,-1
139.144.202.26,192.168.1.4,443,1271,TCP,13,5338,410.61538461538464,54,1662,4.951243,0.412604,0.0,3.680644,1779776218.6918583,Gaming,Gaming,-1
3.111.241.224,192.168.1.4,443,2997,TCP,3,174,58.0,54,66,45.838022,22.919011,0.820678,45.017343,1779776454.884899,Gaming,Gaming,-1
207.65.33.78,192.168.1.4,443,5099,TCP,11,5152,468.3636363636364,54,1304,1.128299,0.11283,0.0,0.540645,1779776541.194897,Gaming,Gaming,-1
192.168.1.4,185.184.8.90,5683,443,TCP,12,2530,210.83333333333334,54,1304,61.121484,5.556499,0.0,45.00167,1779695843.4649322,Browsing,Browsing,-1
192.168.1.4,13.89.178.27,7725,443,TCP,14,4006,286.14285714285717,54,1304,2.009833,0.154603,0.0,0.361578,1779776495.8583424,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,12758,53,TCP,3,198,66.0,66,66,3.016131,1.508066,1.000585,2.015547,1779776421.636037,Gaming,Gaming,-1
192.168.1.4,38.105.184.7,4737,443,TCP,1,66,66.0,66,66,0.0,0.0,0.0,0.0,1779776218.2018023,Gaming,Gaming,-1
192.168.1.4,108.158.254.200,14151,443,TCP,14,3350,239.28571428571428,54,1304,12.204114,0.938778,0.0,11.166908,1779776342.463107,Gaming,Gaming,-1
44.198.66.85,192.168.1.4,443,12262,TCP,14,5782,413.0,54,1126,6.005027,0.461925,1e-06,4.917007,1779695821.8670743,Browsing,Browsing,-1
108.159.15.60,192.168.1.4,80,6140,TCP,2,120,60.0,54,66,1.210283,1.210283,1.210283,1.210283,1779776335.5921426,Gaming,Gaming,-1
192.168.1.4,192.168.1.1,54883,53,UDP,1,72,72.0,72,72,0.0,0.0,0.0,0.0,1779776217.7389798,Gaming,Gaming,-1
192.168.1.4,142.250.67.33,14573,443,TCP,1,66,66.0,66,66,0.0,0.0,0.0,0.0,1779776336.220754,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,59068,UDP,1,131,131.0,131,131,0.0,0.0,0.0,0.0,1779695927.7628944,Browsing,Browsing,-1
18.141.85.40,192.168.1.4,443,9560,TCP,24,9284,386.8333333333333,54,5054,60.428886,2.627343,0.0,59.968226,1779776216.1691334,Gaming,Gaming,-1
20.190.146.34,192.168.1.4,443,8898,TCP,1,54,54.0,54,54,0.0,0.0,0.0,0.0,1779776278.1456914,Gaming,Gaming,-1
192.168.1.4,107.178.254.65,64576,443,UDP,4,2860,715.0,73,1292,0.192943,0.064314,4.6e-05,0.100986,1779695899.9774995,Browsing,Browsing,-1
192.168.1.1,192.168.1.4,53,54859,UDP,1,230,230.0,230,230,0.0,0.0,0.0,0.0,1779776540.3236046,Gaming,Gaming,-1
23.215.60.42,192.168.1.4,443,14641,TCP,9,1429,158.77777777777777,54,373,2.233913,0.279239,1e-06,1.442634,1779776445.4157372,Gaming,Gaming,-1
192.168.1.1,192.168.1.4,53,52019,UDP,1,138,138.0,138,138,0.0,0.0,0.0,0.0,1779688470.5624535,YouTube,YouTube,-1
